Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Korea, Rep.",KOR,53.0018048780488,53.7367317073171,54.4850975609756,55.2473658536585,56.0235853658537,56.8232195121951,57.6581951219512,58.5265365853659,59.418243902439,60.3163658536585,62.1634146341463,62.6121951219512,63.009756097561,63.4073170731707,63.8048780487805,64.1536585365854,64.5024390243902,64.9,65.1975609756098,65.5463414634146,66.0463414634146,66.5463414634146,67.0951219512195,67.5463414634146,68.1951219512195,68.7951219512195,69.4463414634146,69.9975609756098,70.5487804878049,71.0487804878049,71.5975609756098,72.0463414634146,72.4975609756098,72.9975609756098,73.3975609756098,73.7,74.1512195121951,74.6024390243903,75.0048780487805,75.409756097561,75.909756097561,76.4121951219512,76.7658536585366,77.2146341463415,77.6658536585366,78.1682926829268,78.6682926829268,79.119512195122,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.0243902439024
Lao PDR,LAO,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.06,49.38,49.74,50.14,50.58,51.055,51.553,52.064,52.576,53.085,53.589,54.09,54.594,55.106,55.628,56.158,56.698,57.246,57.801,58.359,58.923,59.494,60.07,60.648,61.224,61.793,62.348,62.886,63.402,63.893,64.357,64.795,65.208,65.6,65.975,66.335,66.683
Lebanon,LBN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.508,67.657,67.804,67.955,68.115,68.287,68.475,68.681,68.904,69.143,69.394,69.656,69.93,70.222,70.537,70.878,71.248,71.646,72.071,72.522,72.991,73.473,73.959,74.447,74.934,75.418,75.892,76.351,76.786,77.187,77.553,77.881,78.173,78.43,78.656,78.86,79.05,79.231,79.409,79.584
Liberia,LBR,34.671,34.941,35.257,35.626,36.049,36.52,37.03,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.26,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505
Libya,LBY,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70.0,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934
St. Lucia,LCA,57.329,58.13,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.21,64.818,65.422,66.02,66.615,67.207,67.791,68.354,68.88,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.9,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.496
Sri Lanka,LKA,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284
Lesotho,LSO,46.602,47.089,47.501,47.829,48.08,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.48,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.75,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174
Lithuania,LTU,69.8473170731707,70.1026829268293,69.0953658536585,70.2043902439024,71.5090243902439,71.3251219512195,71.520243902439,71.6039024390244,71.3136585365854,70.9285365853659,70.8043902439024,71.7353658536586,71.0246341463415,71.3321951219512,71.2441463414634,70.8673170731707,70.9580487804878,70.809512195122,70.6046341463415,70.4821951219512,70.4821951219512,70.4607317073171,70.8368292682927,70.7778048780488,70.32,70.5012195121951,72.0807317073171,71.9346341463415,71.7621951219512,71.4253658536585,71.1607317073171,70.3641463414634,70.2343902439025,68.9104878048781,68.530243902439,69.0063414634147,70.1080487804878,70.9090243902439,71.219512195122,71.5707317073171,72.0195121951219,71.6585365853659,71.7609756097561,72.0609756097561,71.9609756097561,71.2536585365854,71.0560975609756,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.3219512195122
Latvia,LVA,69.7868292682927,70.0324390243903,69.430487804878,69.8290243902439,71.0280487804878,70.7265853658537,70.7073170731707,70.3939024390244,70.0429268292683,69.7968292682927,69.8353658536586,70.1646341463415,69.8787804878049,69.8134146341464,69.7409756097561,68.9253658536585,69.0478048780488,69.1046341463415,68.9878048780488,68.4956097560976,68.8085365853659,68.7863414634146,69.3282926829268,69.1190243902439,69.1629268292683,69.2914634146342,70.6224390243903,70.6929268292683,70.6153658536585,70.1553658536586,69.2731707317073,69.0324390243903,68.3960975609756,66.7226829268293,65.6643902439025,66.3912195121951,68.7765853658537,69.3492682926829,69.0121951219512,69.7429268292683,70.3146341463415,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.3560975609756,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.5292682926829
"Macao SAR, China",MAC,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.937,83.155,83.355,83.536,83.7,83.849
Morocco,MAR,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.141,56.823,57.56,58.339,59.139,59.937,60.717,61.469,62.189,62.878,63.536,64.158,64.733,65.253,65.716,66.129,66.502,66.848,67.184,67.526,67.889,68.284,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.58,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821
Moldova,MDA,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.61
Madagascar,MDG,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.932
Maldives,MDV,37.397,37.995,38.626,39.281,39.956,40.643,41.339,42.046,42.764,43.495,44.241,45.009,45.803,46.624,47.474,48.355,49.271,50.215,51.18,52.154,53.12,54.061,54.964,55.826,56.648,57.437,58.208,58.98,59.766,60.573,61.399,62.237,63.077,63.911,64.739,65.568,66.408,67.267,68.144,69.035,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.92,76.112,76.259,76.401,76.571,76.783,77.042,77.339
Mexico,MEX,57.082,57.674,58.199,58.662,59.076,59.454,59.814,60.172,60.544,60.94,61.369,61.837,62.334,62.852,63.385,63.928,64.474,65.016,65.548,66.064,66.562,67.04,67.501,67.949,68.385,68.81,69.226,69.635,70.039,70.438,70.836,71.235,71.633,72.029,72.418,72.796,73.158,73.498,73.814,74.103,74.364,74.598,74.809,75.002,75.18,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118
"Macedonia, FYR",MKD,60.633,61.259,61.87,62.469,63.06,63.642,64.216,64.775,65.313,65.824,66.301,66.736,67.128,67.474,67.773,68.02,68.212,68.355,68.462,68.549,68.64,68.764,68.936,69.162,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.871,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.782,73.893,73.986,74.077,74.18,74.305,74.457,74.632,74.824,75.019,75.207,75.384,75.549,75.703
Mali,MLI,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.72,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.249,55.694,56.122,56.556,57.007,57.478,57.966
Malta,MLT,68.5952926829268,68.887243902439,69.173756097561,69.4552682926829,69.7331951219512,70.0075365853659,70.2792926829268,70.547,70.8116829268293,71.0728536585366,71.33,71.5846341463415,71.8362682926829,72.0848780487805,72.3304878048781,72.5735853658537,72.8146829268293,73.052756097561,73.2888292682927,73.5223902439025,73.7534390243902,73.9814878048781,74.2075365853659,74.4305609756098,74.6510975609756,74.8691219512195,75.0856341463415,75.3001463414634,75.5131707317073,75.7251707317073,75.9356829268293,76.1446829268293,76.3516585365854,76.5561463414634,76.7581219512195,77.1414634146341,77.1414634146341,77.590243902439,77.3878048780488,77.3,78.2,78.8439024390244,78.7390243902439,78.5463414634146,79.2536585365854,79.3,79.4390243902439,79.7926829268293,79.6365853658537,80.2414634146342,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,81.9463414634146,81.7975609756098,81.7975609756098
Myanmar,MMR,42.714,43.384,44.136,44.993,45.95,46.967,47.982,48.927,49.751,50.437,50.989,51.433,51.818,52.189,52.564,52.954,53.361,53.772,54.179,54.581,54.978,55.371,55.761,56.145,56.526,56.904,57.278,57.65,58.018,58.383,58.743,59.099,59.448,59.791,60.128,60.463,60.796,61.131,61.467,61.802,62.133,62.452,62.757,63.046,63.323,63.597,63.88,64.181,64.501,64.838,65.178,65.506,65.805,66.066,66.285,66.464,66.612
Montenegro,MNE,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.394,74.526,74.627,74.669,74.634,74.52,74.334,74.1,73.846,73.608,73.417,73.288,73.228,73.23,73.277,73.355,73.465,73.62,73.834,74.116,74.462,74.858,75.28,75.7,76.089,76.43,76.712,76.938,77.116
Mongolia,MNG,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.104,65.539,65.987,66.449,66.92,67.383,67.82,68.215,68.558,68.847,69.087,69.287
Mozambique,MOZ,35.026,35.49,35.936,36.363,36.773,37.174,37.573,37.98,38.397,38.826,39.271,39.735,40.21,40.679,41.125,41.512,41.804,41.983,42.05,42.017,41.913,41.778,41.66,41.597,41.61,41.705,41.872,42.085,42.327,42.6,42.915,43.293,43.745,44.272,44.862,45.491,46.124,46.736,47.309,47.841,48.348,48.859,49.406,50.007,50.663,51.362,52.079,52.785,53.459,54.096,54.7,55.288,55.878,56.483,57.099,57.714,58.311
Mauritania,MRT,43.488,44.171,44.835,45.472,46.077,46.648,47.184,47.694,48.185,48.662,49.13,49.59,50.046,50.504,50.969,51.453,51.966,52.511,53.084,53.678,54.28,54.876,55.45,55.986,56.476,56.912,57.293,57.625,57.919,58.18,58.415,58.633,58.839,59.039,59.233,59.419,59.587,59.733,59.855,59.957,60.049,60.143,60.25,60.381,60.539,60.729,60.952,61.199,61.461,61.73,61.997,62.253,62.492,62.711,62.907,63.082,63.238
Mauritius,MUS,58.7452195121951,59.7483658536585,60.6269024390244,61.3576585365854,61.9349512195122,62.3582926829268,62.6387073170732,62.8153170731707,62.9316829268293,63.0201951219512,63.1180487804878,63.2533414634146,63.4399512195122,63.6855365853659,63.9999756097561,64.3905365853659,64.8556341463415,65.3724390243903,65.9133170731707,66.4557804878049,66.9653902439024,67.4073902439025,67.7653658536585,68.0376097560976,68.2303658536585,68.3706829268293,68.4993658536585,68.655512195122,68.8630243902439,69.1240243902439,69.4048780487805,69.9560975609756,70.0585365853659,70.1073170731707,70.1585365853659,70.3258536585366,70.3229268292683,70.4048780487805,70.6073170731707,70.9609756097561,71.6634146341463,71.7658536585366,71.9658536585366,72.1213008130081,72.2767479674797,72.4321951219512,72.4321951219512,72.5707317073171,72.5707317073171,72.8824390243903,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805
Malawi,MWI,37.805,38.031,38.249,38.458,38.664,38.881,39.127,39.415,39.75,40.134,40.558,41.011,41.475,41.932,42.376,42.802,43.215,43.621,44.02,44.408,44.776,45.112,45.411,45.668,45.882,46.055,46.196,46.313,46.414,46.503,46.576,46.627,46.65,46.647,46.627,46.585,46.516,46.434,46.369,46.355,46.45,46.71,47.169,47.843,48.735,49.846,51.163,52.63,54.177,55.745,57.263,58.667,59.927,61.02,61.932,62.661,63.223
Malaysia,MYS,59.466,60.044,60.605,61.148,61.672,62.176,62.661,63.128,63.581,64.019,64.445,64.857,65.256,65.643,66.019,66.383,66.736,67.078,67.41,67.732,68.044,68.348,68.643,68.93,69.21,69.482,69.746,70.002,70.251,70.492,70.727,70.955,71.177,71.394,71.605,71.813,72.019,72.222,72.422,72.616,72.8,72.966,73.113,73.242,73.356,73.463,73.577,73.704,73.852,74.022,74.21,74.408,74.606,74.797,74.976,75.143,75.3
Namibia,NAM,46.91,47.535,48.145,48.74,49.32,49.879,50.411,50.917,51.4,51.869,52.338,52.83,53.354,53.914,54.503,55.102,55.684,56.224,56.708,57.135,57.521,57.892,58.275,58.685,59.122,59.584,60.063,60.533,60.957,61.307,61.539,61.614,61.518,61.247,60.806,60.192,59.407,58.495,57.517,56.533,55.608,54.798,54.145,53.693,53.48,53.563,53.983,54.712,55.697,56.883,58.189,59.527,60.815,61.982,62.981,63.782,64.388
New Caledonia,NCL,58.6390243902439,59.0390243902439,59.4390243902439,59.8878048780488,60.3365853658537,60.7853658536585,61.2341463414634,61.6829268292683,62.1317073170732,62.5804878048781,63.0292682926829,63.4780487804878,63.9268292682927,64.3756097560976,64.8243902439024,65.2731707317073,65.7219512195122,66.1707317073171,66.3036585365854,66.4365853658537,66.569512195122,66.7024390243903,66.919512195122,68.5878048780488,68.0634146341464,68.7658536585366,69.0634146341463,69.4268292682927,69.4536585365854,69.0853658536585,70.4853658536586,70.3585365853659,71.6146341463415,71.6560975609756,70.6731707317073,72.009756097561,71.9975609756098,71.7390243902439,74.3756097560976,73.8756097560976,75.1634146341463,74.8317073170732,75.1024390243903,75.2707317073171,75.4707317073171,75.7219512195122,76.0756097560976,76.4780487804878,76.6804878048781,76.9804878048781,77.2591221344293,76.6468353787517,77.0690703645998,77.1762108738893,77.2528725957226,77.2443035079364,76.9615007371216
Niger,NER,35.045,35.131,35.212,35.288,35.359,35.428,35.496,35.571,35.657,35.76,35.884,36.032,36.204,36.403,36.634,36.905,37.227,37.6,38.02,38.48,38.962,39.45,39.927,40.385,40.821,41.24,41.654,42.079,42.531,43.015,43.54,44.108,44.711,45.343,45.996,46.659,47.323,47.979,48.622,49.253,49.874,50.494,51.123,51.77,52.436,53.127,53.849,54.593,55.35,56.105,56.838,57.528,58.16,58.727,59.228,59.667,60.058
Nigeria,NGA,36.975,37.43,37.87,38.289,38.689,39.07,39.439,39.807,40.182,40.568,40.97,41.391,41.827,42.275,42.728,43.186,43.646,44.103,44.546,44.962,45.331,45.635,45.866,46.021,46.104,46.125,46.099,46.046,45.988,45.937,45.898,45.873,45.855,45.843,45.841,45.852,45.877,45.921,45.992,46.101,46.266,46.509,46.834,47.24,47.717,48.246,48.802,49.356,49.887,50.385,50.847,51.279,51.699,52.121,52.549,52.985,53.428
Nicaragua,NIC,47.03,47.677,48.329,48.984,49.642,50.306,50.978,51.657,52.339,53.019,53.685,54.328,54.941,55.517,56.053,56.545,56.991,57.398,57.779,58.146,58.509,58.88,59.271,59.691,60.151,60.67,61.261,61.92,62.637,63.396,64.169,64.927,65.642,66.297,66.886,67.411,67.891,68.349,68.808,69.272,69.742,70.214,70.675,71.117,71.537,71.935,72.313,72.677,73.028,73.369,73.699,74.016,74.319,74.608,74.884,75.149,75.404
Netherlands,NLD,73.3926829268293,73.6526829268293,73.3239024390244,73.3370731707317,73.7041463414634,73.5687804878049,73.5129268292683,73.8041463414634,73.6126829268293,73.539512195122,73.5856097560976,73.809512195122,73.7270731707317,74.1439024390244,74.5368292682927,74.4987804878049,74.6470731707317,75.2214634146342,75.1451219512195,75.6060975609756,75.7431707317073,75.9343902439025,75.9885365853659,76.1641463414634,76.2331707317073,76.2846341463415,76.2704878048781,76.7051219512195,76.890243902439,76.7341463414634,76.8780487804878,77.0,77.2170731707317,76.9165853658537,77.3751219512195,77.4046341463415,77.4356097560976,77.7943902439024,77.8829268292683,77.8365853658537,77.9878048780488,78.190243902439,78.2926829268293,78.4926829268293,79.0951219512195,79.3463414634146,79.6975609756098,80.0975609756098,80.2512195121951,80.5487804878049,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.509756097561
Norway,NOR,73.549756097561,73.5504878048781,73.4480487804878,73.0775609756098,73.5958536585366,73.7231707317073,73.9953658536585,74.0665853658537,73.9419512195122,73.6634146341463,74.0880487804878,74.1792682926829,74.3446341463415,74.4421951219512,74.7536585365854,74.8175609756098,75.039512195122,75.3868292682927,75.4185365853659,75.4139024390244,75.6717073170732,75.8690243902439,76.0109756097561,76.0668292682927,76.2243902439024,75.9168292682927,76.2412195121951,76.0817073170732,76.2204878048781,76.500487804878,76.5373170731707,76.9807317073171,77.1843902439025,77.1517073170732,77.689756097561,77.7365853658537,78.1504878048781,78.1426829268293,78.3292682926829,78.2829268292683,78.6341463414634,78.7853658536585,78.9878048780488,79.390243902439,79.8414634146342,80.0414634146342,80.3439024390244,80.3951219512195,80.5926829268293,80.7951219512195,80.9975609756098,81.2951219512195,81.4512195121951,81.7512195121951,82.1,82.3048780487805,82.509756097561
Nepal,NPL,35.197,35.561,35.981,36.455,36.976,37.537,38.125,38.729,39.339,39.946,40.544,41.129,41.706,42.28,42.855,43.434,44.023,44.627,45.25,45.895,46.562,47.249,47.954,48.673,49.408,50.162,50.938,51.738,52.561,53.403,54.26,55.125,55.992,56.852,57.699,58.529,59.341,60.134,60.909,61.661,62.386,63.082,63.745,64.376,64.973,65.537,66.066,66.565,67.036,67.484,67.914,68.329,68.732,69.126,69.511,69.887,70.253
New Zealand,NZL,71.2365853658537,70.9853658536586,71.2317073170732,71.280487804878,71.3292682926829,71.2268292682927,71.1243902439025,71.4731707317073,71.1243902439025,71.4731707317073,71.2731707317073,71.7731707317073,71.8292682926829,71.6682926829268,71.9243902439024,72.219512195122,72.4219512195122,72.1682926829268,73.019512195122,73.0682926829269,72.8292682926829,73.6219512195122,73.7243902439024,73.7756097560976,74.3707317073171,73.8292682926829,74.1219512195122,74.1780487804878,74.4243902439024,74.8243902439024,75.3780487804878,76.0317073170732,76.1243902439025,76.4341463414634,76.8829268292683,76.7341463414634,76.7878048780488,77.3341463414634,78.0853658536585,77.890243902439,78.6365853658537,78.6926829268293,78.8463414634146,79.1463414634146,79.5487804878049,79.8512195121951,80.0487804878049,80.1512195121951,80.3512195121951,80.7024390243902,80.7024390243902,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903
Oman,OMN,42.672,43.499,44.311,45.11,45.896,46.665,47.413,48.141,48.858,49.574,50.31,51.087,51.92,52.811,53.76,54.755,55.781,56.813,57.829,58.813,59.758,60.659,61.523,62.355,63.153,63.915,64.638,65.324,65.975,66.593,67.181,67.74,68.274,68.787,69.284,69.771,70.251,70.726,71.198,71.664,72.126,72.58,73.022,73.447,73.851,74.231,74.58,74.898,75.188,75.451,75.694,75.922,76.141,76.358,76.578,76.801,77.029
Pakistan,PAK,45.265,46.195,47.085,47.936,48.747,49.52,50.255,50.954,51.617,52.245,52.837,53.389,53.901,54.376,54.815,55.224,55.606,55.966,56.311,56.645,56.972,57.295,57.613,57.926,58.237,58.545,58.852,59.157,59.458,59.756,60.05,60.338,60.621,60.898,61.169,61.436,61.7,61.961,62.22,62.476,62.727,62.967,63.196,63.414,63.625,63.836,64.06,64.303,64.565,64.845,65.134,65.419,65.686,65.927,66.139,66.322,66.481
Panama,PAN,60.862,61.379,61.878,62.359,62.822,63.272,63.714,64.156,64.603,65.059,65.529,66.015,66.514,67.019,67.527,68.028,68.513,68.977,69.413,69.819,70.194,70.539,70.86,71.165,71.455,71.734,72.002,72.261,72.51,72.752,72.987,73.218,73.443,73.663,73.879,74.09,74.298,74.501,74.7,74.895,75.084,75.267,75.443,75.614,75.782,75.947,76.114,76.285,76.46,76.641,76.828,77.021,77.216,77.413,77.61,77.806,78.001
Peru,PER,47.694,48.235,48.754,49.249,49.728,50.214,50.737,51.319,51.971,52.69,53.457,54.245,55.022,55.762,56.454,57.099,57.706,58.295,58.881,59.471,60.065,60.662,61.254,61.836,62.406,62.962,63.503,64.029,64.542,65.045,65.541,66.034,66.528,67.024,67.523,68.026,68.533,69.041,69.544,70.036,70.512,70.964,71.389,71.784,72.146,72.473,72.764,73.023,73.258,73.475,73.681,73.883,74.088,74.298,74.518,74.747,74.983
Philippines,PHL,57.867,58.173,58.476,58.775,59.072,59.368,59.668,59.97,60.27,60.563,60.832,61.063,61.245,61.381,61.475,61.544,61.605,61.681,61.792,61.946,62.155,62.421,62.732,63.073,63.434,63.798,64.149,64.475,64.77,65.029,65.256,65.461,65.657,65.856,66.059,66.265,66.471,66.668,66.851,67.019,67.17,67.308,67.434,67.555,67.67,67.783,67.892,68.0,68.105,68.211,68.32,68.433,68.553,68.68,68.813,68.951,69.094
Papua New Guinea,PNG,41.891,42.357,42.882,43.478,44.145,44.869,45.625,46.384,47.123,47.832,48.512,49.175,49.837,50.512,51.203,51.916,52.657,53.415,54.175,54.92,55.619,56.237,56.756,57.172,57.491,57.732,57.928,58.117,58.329,58.577,58.865,59.182,59.508,59.824,60.128,60.418,60.698,60.975,61.254,61.538,61.832,62.139,62.458,62.784,63.113,63.433,63.733,64.006,64.247,64.455,64.634,64.791,64.937,65.082,65.23,65.384,65.544
Poland,POL,67.6804878048781,67.7780487804878,67.4268292682927,68.3756097560976,68.6292682926829,69.4292682926829,69.8268292682927,69.4243902439024,70.219512195122,69.719512195122,69.8682926829268,69.6121951219512,70.6658536585366,70.6634146341463,71.1170731707317,70.5609756097561,70.6560975609756,70.4024390243902,70.3512195121951,70.7512195121951,70.0975609756098,71.0512195121951,71.1024390243903,71.0,70.8,70.5487804878049,70.8487804878049,70.8975609756098,71.3317073170732,71.0439024390244,70.890243902439,70.5878048780488,71.090243902439,71.5951219512195,71.6951219512195,71.8926829268293,72.2463414634146,72.6463414634146,72.9975609756098,73.0439024390244,73.7487804878049,74.2,74.4975609756098,74.5975609756098,74.8463414634146,74.9951219512195,75.1439024390244,75.2439024390244,75.5439024390244,75.6951219512195,76.2463414634146,76.6951219512195,76.7463414634146,77.0,77.6024390243903,77.4512195121951,77.4512195121951
Puerto Rico,PRI,68.7196097560976,68.9431707317073,69.1454390243903,69.356,69.5932926829268,69.870756097561,70.1867073170732,70.523512195122,70.8641463414634,71.2026097560976,71.5355365853659,71.8590975609756,72.1694634146342,72.4647317073171,72.7379024390244,72.9824634146342,73.1908292682927,73.3613170731707,73.4987317073171,73.6064390243902,73.700243902439,73.7974634146342,73.9085853658537,74.0366341463415,74.1776341463415,74.3091951219512,74.4003902439025,74.4309756097561,74.3940975609756,74.2989512195122,74.1691707317073,74.0388048780488,73.9463658536585,73.9208780487805,73.9769024390244,74.1250731707317,74.3624878048781,74.6666341463415,75.0114146341463,75.3811707317073,76.6892682926829,77.0668292682927,77.7604878048781,78.0712195121951,78.1758536585366,78.2960975609756,78.4163414634146,78.4258536585366,77.9034878048781,78.1498048780488,78.4081707317073,78.6711951219512,78.9264146341463,79.1673902439024,79.3901219512195,79.5961219512195,79.7883170731707
"Korea, Dem. People’s Rep.",PRK,51.297,51.674,52.076,52.61,53.335,54.264,55.356,56.506,57.625,58.681,59.656,60.549,61.379,62.161,62.896,63.579,64.206,64.776,65.294,65.762,66.186,66.571,66.924,67.255,67.569,67.9,68.284,68.719,69.177,69.611,69.896,69.879,69.492,68.742,67.698,66.537,65.495,64.772,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.676,68.886,69.187,69.572,70.011,70.448,70.842,71.179,71.457,71.685
Portugal,PRT,62.8089268292683,63.2523658536585,63.6941463414634,64.1322926829268,64.5638536585366,64.9894634146342,65.4062682926829,65.8168292682927,66.2216585365854,66.621756097561,67.0731707317073,66.7707317073171,68.3243902439024,67.5243902439024,68.019512195122,68.309756097561,68.8609756097561,70.0121951219512,70.3170731707317,71.1682926829268,71.2146341463415,71.6146341463415,72.4146341463415,72.2658536585366,72.5146341463415,72.8146341463415,73.2658536585366,73.6658536585366,73.7146341463415,74.2658536585366,73.9658536585366,74.0146341463415,74.3121951219512,74.5121951219512,74.9146341463415,75.3121951219512,75.2609756097561,75.4121951219512,75.7121951219512,75.9634146341463,76.3146341463415,76.8146341463415,77.0658536585366,77.219512195122,77.6707317073171,78.0707317073171,78.419512195122,78.3219512195122,78.5243902439025,78.7268292682927,79.0268292682927,80.4707317073171,80.3731707317073,80.7219512195122,81.1219512195122,81.1243902439025,81.1268292682927
Paraguay,PRY,63.879,64.101,64.307,64.488,64.644,64.779,64.903,65.03,65.169,65.322,65.486,65.656,65.821,65.975,66.116,66.243,66.36,66.47,66.578,66.686,66.793,66.898,67.0,67.1,67.199,67.304,67.417,67.544,67.687,67.844,68.014,68.191,68.37,68.548,68.727,68.911,69.108,69.322,69.556,69.808,70.07,70.335,70.593,70.838,71.067,71.281,71.485,71.686,71.887,72.089,72.285,72.47,72.638,72.786,72.913,73.023,73.12
